Date,Hour,RxCount,RxCount_Smoothed,RequiredStaff,ScheduledStaff,ScheduledHeadcount,ScheduleSource,OverUnder,OverUnderFlag
2023-01-04,9,4,7.0,1.0,1.8994397309980637,2.0,StaffSchedule,0.8994397309980637,Overstaffed
2023-01-04,10,15,17.333333333333332,3.75,3.5303382045453895,4.0,StaffSchedule,-0.2196617954546105,Understaffed
2023-01-04,11,33,26.0,8.25,5.336749797447554,6.0,StaffSchedule,-2.9132502025524456,Understaffed
2023-01-04,12,30,31.333333333333332,7.5,6.561560040614662,7.0,StaffSchedule,-0.9384399593853381,Understaffed
2023-01-04,13,31,27.333333333333332,7.75,6.561560040614662,7.0,StaffSchedule,-1.188439959385338,Understaffed
2023-01-04,14,21,25.0,5.25,5.336749797447554,6.0,StaffSchedule,0.0867497974475544,Overstaffed
2023-01-04,15,23,17.666666666666668,5.75,3.5303382045453895,4.0,StaffSchedule,-2.2196617954546105,Understaffed
2023-01-04,16,9,11.666666666666666,2.25,1.8994397309980637,2.0,StaffSchedule,-0.35056026900193626,Understaffed
2023-01-04,17,3,6.0,1.0,0.831197940680044,1.0,StaffSchedule,-0.16880205931995595,Understaffed
2023-01-05,8,4,9.5,1.0,0.831197940680044,1.0,StaffSchedule,-0.16880205931995595,Understaffed
2023-01-05,9,15,13.666666666666666,3.75,1.8994397309980637,2.0,StaffSchedule,-1.8505602690019363,Understaffed
2023-01-05,10,22,18.333333333333332,5.5,3.5303382045453895,4.0,StaffSchedule,-1.9696617954546105,Understaffed
2023-01-05,11,18,23.0,4.5,5.336749797447554,6.0,StaffSchedule,0.8367497974475544,Overstaffed
2023-01-05,12,29,25.0,7.25,6.561560040614662,7.0,StaffSchedule,-0.6884399593853381,Understaffed
2023-01-05,13,28,28.666666666666668,7.0,6.561560040614662,7.0,StaffSchedule,-0.4384399593853381,Understaffed
2023-01-05,14,29,25.333333333333332,7.25,5.336749797447554,6.0,StaffSchedule,-1.9132502025524456,Understaffed
2023-01-05,15,19,22.666666666666668,4.75,3.5303382045453895,4.0,StaffSchedule,-1.2196617954546105,Understaffed
2023-01-05,16,20,14.0,5.0,1.8994397309980637,2.0,StaffSchedule,-3.100560269001936,Understaffed
2023-01-05,17,3,11.5,1.0,0.831197940680044,1.0,StaffSchedule,-0.16880205931995595,Understaffed
2023-01-06,8,4,8.0,1.0,0.831197940680044,1.0,StaffSchedule,-0.16880205931995595,Understaffed
2023-01-06,9,12,12.666666666666666,3.0,1.8994397309980637,2.0,StaffSchedule,-1.1005602690019363,Understaffed
2023-01-06,10,22,18.0,5.5,3.5303382045453895,4.0,StaffSchedule,-1.9696617954546105,Understaffed
2023-01-06,11,20,25.666666666666668,5.0,5.336749797447554,6.0,StaffSchedule,0.3367497974475544,Overstaffed
2023-01-06,12,35,28.0,8.75,6.561560040614662,7.0,StaffSchedule,-2.188439959385338,Understaffed
2023-01-06,13,29,29.333333333333332,7.25,6.561560040614662,7.0,StaffSchedule,-0.6884399593853381,Understaffed
2023-01-06,14,24,21.333333333333332,6.0,5.336749797447554,6.0,StaffSchedule,-0.6632502025524456,Understaffed
2023-01-06,15,11,13.666666666666666,2.75,3.5303382045453895,4.0,StaffSchedule,0.7803382045453895,Overstaffed
2023-01-06,16,6,6.333333333333333,1.5,1.8994397309980637,2.0,StaffSchedule,0.39943973099806374,Overstaffed
2023-01-06,17,2,4.0,1.0,0.831197940680044,1.0,StaffSchedule,-0.16880205931995595,Understaffed
2023-01-07,8,1,4.5,1.0,0.831197940680044,1.0,StaffSchedule,-0.16880205931995595,Understaffed
2023-01-07,9,8,8.333333333333334,2.0,1.8994397309980637,2.0,StaffSchedule,-0.10056026900193626,Understaffed
2023-01-07,10,16,16.333333333333332,4.0,3.5303382045453895,4.0,StaffSchedule,-0.4696617954546105,Understaffed
2023-01-07,11,25,23.333333333333332,6.25,5.336749797447554,6.0,StaffSchedule,-0.9132502025524456,Understaffed
2023-01-07,12,29,25.0,7.25,6.561560040614662,7.0,StaffSchedule,-0.6884399593853381,Understaffed
2023-01-07,13,21,23.0,5.25,6.561560040614662,7.0,StaffSchedule,1.311560040614662,Overstaffed
2023-01-07,14,19,19.0,4.75,5.336749797447554,6.0,StaffSchedule,0.5867497974475544,Overstaffed
2023-01-07,15,17,14.0,4.25,3.5303382045453895,4.0,StaffSchedule,-0.7196617954546105,Understaffed
2023-01-07,16,6,8.333333333333334,1.5,1.8994397309980637,2.0,StaffSchedule,0.39943973099806374,Overstaffed
2023-01-07,17,2,4.0,1.0,0.831197940680044,1.0,StaffSchedule,-0.16880205931995595,Understaffed
2023-01-08,8,3,6.0,1.0,0.831197940680044,1.0,StaffSchedule,-0.16880205931995595,Understaffed
2023-01-08,9,9,8.666666666666666,2.25,1.8994397309980637,2.0,StaffSchedule,-0.35056026900193626,Understaffed
2023-01-08,10,14,14.666666666666666,3.5,3.5303382045453895,4.0,StaffSchedule,0.03033820454538949,Overstaffed
2023-01-08,11,21,24.666666666666668,5.25,5.336749797447554,6.0,StaffSchedule,0.0867497974475544,Overstaffed
2023-01-08,12,39,27.333333333333332,9.75,6.561560040614662,7.0,StaffSchedule,-3.188439959385338,Understaffed
2023-01-08,13,22,28.0,5.5,6.561560040614662,7.0,StaffSchedule,1.061560040614662,Overstaffed
2023-01-08,14,23,21.333333333333332,5.75,5.336749797447554,6.0,StaffSchedule,-0.4132502025524456,Understaffed
2023-01-08,15,19,18.0,4.75,3.5303382045453895,4.0,StaffSchedule,-1.2196617954546105,Understaffed
2023-01-08,16,12,10.666666666666666,3.0,1.8994397309980637,2.0,StaffSchedule,-1.1005602690019363,Understaffed
2023-01-08,17,1,6.5,1.0,0.831197940680044,1.0,StaffSchedule,-0.16880205931995595,Understaffed
2023-01-09,8,7,6.0,1.75,0.7934355357126741,1.0,StaffSchedule,-0.9565644642873259,Understaffed
2023-01-09,9,5,9.666666666666666,1.25,1.8131457102568942,2.0,StaffSchedule,0.5631457102568942,Overstaffed
2023-01-09,10,17,14.0,4.25,3.369950342127504,4.0,StaffSchedule,-0.8800496578724961,Understaffed
2023-01-09,11,20,22.0,5.0,5.094294303758694,6.0,StaffSchedule,0.0942943037586943,Overstaffed
2023-01-09,12,29,24.333333333333332,7.25,6.263459822429952,7.0,StaffSchedule,-0.9865401775700482,Understaffed
2023-01-09,13,24,27.0,6.0,6.263459822429952,7.0,StaffSchedule,0.2634598224299518,Overstaffed
2023-01-09,14,28,22.333333333333332,7.0,5.094294303758694,6.0,StaffSchedule,-1.9057056962413057,Understaffed
2023-01-09,15,15,15.0,3.75,3.369950342127504,4.0,StaffSchedule,-0.3800496578724961,Understaffed
2023-01-09,16,2,7.333333333333333,1.0,1.8131457102568942,2.0,StaffSchedule,0.8131457102568942,Overstaffed
2023-01-09,17,5,3.5,1.25,0.7934355357126741,1.0,StaffSchedule,-0.4565644642873259,Understaffed
2023-01-10,8,2,2.5,1.0,0.7934355357126741,1.0,StaffSchedule,-0.2065644642873259,Understaffed
2023-01-10,9,3,6.0,1.0,1.8131457102568942,2.0,StaffSchedule,0.8131457102568942,Overstaffed
2023-01-10,10,13,12.333333333333334,3.25,3.369950342127504,4.0,StaffSchedule,0.11995034212750388,Overstaffed
2023-01-10,11,21,19.666666666666668,5.25,5.094294303758694,6.0,StaffSchedule,-0.1557056962413057,Understaffed
2023-01-10,12,25,25.666666666666668,6.25,6.263459822429952,7.0,StaffSchedule,0.013459822429951807,Overstaffed
2023-01-10,13,31,24.333333333333332,7.75,6.263459822429952,7.0,StaffSchedule,-1.4865401775700482,Understaffed
2023-01-10,14,17,22.0,4.25,5.094294303758694,6.0,StaffSchedule,0.8442943037586943,Overstaffed
2023-01-10,15,18,14.333333333333334,4.5,3.369950342127504,4.0,StaffSchedule,-1.1300496578724961,Understaffed
2023-01-10,16,8,10.333333333333334,2.0,1.8131457102568942,2.0,StaffSchedule,-0.1868542897431058,Understaffed
2023-01-10,17,5,6.5,1.25,0.7934355357126741,1.0,StaffSchedule,-0.4565644642873259,Understaffed
2023-01-11,8,1,5.0,1.0,0.7934355357126741,1.0,StaffSchedule,-0.2065644642873259,Understaffed
2023-01-11,9,9,9.0,2.25,1.8131457102568942,2.0,StaffSchedule,-0.4368542897431058,Understaffed
2023-01-11,10,17,18.0,4.25,3.369950342127504,4.0,StaffSchedule,-0.8800496578724961,Understaffed
2023-01-11,11,28,23.333333333333332,7.0,5.094294303758694,6.0,StaffSchedule,-1.9057056962413057,Understaffed
2023-01-11,12,25,27.666666666666668,6.25,6.263459822429952,7.0,StaffSchedule,0.013459822429951807,Overstaffed
2023-01-11,13,30,28.333333333333332,7.5,6.263459822429952,7.0,StaffSchedule,-1.2365401775700482,Understaffed
2023-01-11,14,30,25.666666666666668,7.5,5.094294303758694,6.0,StaffSchedule,-2.4057056962413057,Understaffed
2023-01-11,15,17,18.333333333333332,4.25,3.369950342127504,4.0,StaffSchedule,-0.8800496578724961,Understaffed
2023-01-11,16,8,9.666666666666666,2.0,1.8131457102568942,2.0,StaffSchedule,-0.1868542897431058,Understaffed
2023-01-11,17,4,6.0,1.0,0.7934355357126741,1.0,StaffSchedule,-0.2065644642873259,Understaffed
2023-01-12,8,6,5.0,1.5,0.7934355357126741,1.0,StaffSchedule,-0.7065644642873259,Understaffed
2023-01-12,9,4,8.666666666666666,1.0,1.8131457102568942,2.0,StaffSchedule,0.8131457102568942,Overstaffed
2023-01-12,10,16,17.0,4.0,3.369950342127504,4.0,StaffSchedule,-0.6300496578724961,Understaffed
2023-01-12,11,31,24.0,7.75,5.094294303758694,6.0,StaffSchedule,-2.6557056962413057,Understaffed
2023-01-12,12,25,31.333333333333332,6.25,6.263459822429952,7.0,StaffSchedule,0.013459822429951807,Overstaffed
2023-01-12,13,38,29.333333333333332,9.5,6.263459822429952,7.0,StaffSchedule,-3.236540177570048,Understaffed
2023-01-12,14,25,25.0,6.25,5.094294303758694,6.0,StaffSchedule,-1.1557056962413057,Understaffed
2023-01-12,15,12,15.333333333333334,3.0,3.369950342127504,4.0,StaffSchedule,0.3699503421275039,Overstaffed
2023-01-12,16,9,7.333333333333333,2.25,1.8131457102568942,2.0,StaffSchedule,-0.4368542897431058,Understaffed
2023-01-12,17,1,5.0,1.0,0.7934355357126741,1.0,StaffSchedule,-0.2065644642873259,Understaffed
2023-01-13,8,0,4.0,1.0,0.7934355357126741,1.0,StaffSchedule,-0.2065644642873259,Understaffed
2023-01-13,9,8,9.333333333333334,2.0,1.8131457102568942,2.0,StaffSchedule,-0.1868542897431058,Understaffed
2023-01-13,10,20,18.333333333333332,5.0,3.369950342127504,4.0,StaffSchedule,-1.6300496578724961,Understaffed
2023-01-13,11,27,27.0,6.75,5.094294303758694,6.0,StaffSchedule,-1.6557056962413057,Understaffed
2023-01-13,12,34,30.0,8.5,6.263459822429952,7.0,StaffSchedule,-2.236540177570048,Understaffed
2023-01-13,13,29,30.666666666666668,7.25,6.263459822429952,7.0,StaffSchedule,-0.9865401775700482,Understaffed
2023-01-13,14,29,23.666666666666668,7.25,5.094294303758694,6.0,StaffSchedule,-2.1557056962413057,Understaffed
2023-01-13,15,13,16.333333333333332,3.25,3.369950342127504,4.0,StaffSchedule,0.11995034212750388,Overstaffed
2023-01-13,16,7,8.0,1.75,1.8131457102568942,2.0,StaffSchedule,0.0631457102568942,Overstaffed
2023-01-13,17,4,5.5,1.0,0.7934355357126741,1.0,StaffSchedule,-0.2065644642873259,Understaffed
2023-01-14,8,1,6.0,1.0,0.7934355357126741,1.0,StaffSchedule,-0.2065644642873259,Understaffed
2023-01-14,9,11,8.333333333333334,2.75,1.8131457102568942,2.0,StaffSchedule,-0.9368542897431058,Understaffed
2023-01-14,10,13,15.666666666666666,3.25,3.369950342127504,4.0,StaffSchedule,0.11995034212750388,Overstaffed
2023-01-14,11,23,19.666666666666668,5.75,5.094294303758694,6.0,StaffSchedule,-0.6557056962413057,Understaffed
2023-01-14,12,23,26.333333333333332,5.75,6.263459822429952,7.0,StaffSchedule,0.5134598224299518,Overstaffed
2023-01-14,13,33,24.0,8.25,6.263459822429952,7.0,StaffSchedule,-1.9865401775700482,Understaffed
2023-01-14,14,16,19.666666666666668,4.0,5.094294303758694,6.0,StaffSchedule,1.0942943037586943,Overstaffed
2023-01-14,15,10,13.666666666666666,2.5,3.369950342127504,4.0,StaffSchedule,0.8699503421275039,Overstaffed
2023-01-14,16,15,10.666666666666666,3.75,1.8131457102568942,2.0,StaffSchedule,-1.9368542897431058,Understaffed
2023-01-14,17,7,11.0,1.75,0.7934355357126741,1.0,StaffSchedule,-0.9565644642873259,Understaffed
2023-01-15,8,0,3.5,1.0,0.7934355357126741,1.0,StaffSchedule,-0.2065644642873259,Understaffed
2023-01-15,9,7,5.333333333333333,1.75,1.8131457102568942,2.0,StaffSchedule,0.0631457102568942,Overstaffed
2023-01-15,10,9,10.666666666666666,2.25,3.369950342127504,4.0,StaffSchedule,1.1199503421275039,Overstaffed
2023-01-15,11,16,17.0,4.0,5.094294303758694,6.0,StaffSchedule,1.0942943037586943,Overstaffed
2023-01-15,12,26,25.0,6.5,6.263459822429952,7.0,StaffSchedule,-0.2365401775700482,Understaffed
2023-01-15,13,33,29.333333333333332,8.25,6.263459822429952,7.0,StaffSchedule,-1.9865401775700482,Understaffed
2023-01-15,14,29,24.0,7.25,5.094294303758694,6.0,StaffSchedule,-2.1557056962413057,Understaffed
2023-01-15,15,10,15.333333333333334,2.5,3.369950342127504,4.0,StaffSchedule,0.8699503421275039,Overstaffed
2023-01-15,16,7,6.0,1.75,1.8131457102568942,2.0,StaffSchedule,0.0631457102568942,Overstaffed
2023-01-15,17,1,4.0,1.0,0.7934355357126741,1.0,StaffSchedule,-0.2065644642873259,Understaffed
2023-01-16,8,3,4.0,1.0,0.8703989134556952,1.0,StaffSchedule,-0.1296010865443048,Understaffed
2023-01-16,9,5,9.0,1.25,1.9890211430055644,2.0,StaffSchedule,0.7390211430055644,Overstaffed
2023-01-16,10,19,19.333333333333332,4.75,3.6968360807696725,4.0,StaffSchedule,-1.0531639192303275,Understaffed
2023-01-16,11,34,30.0,8.5,5.588441690895993,6.0,StaffSchedule,-2.9115583091040067,Understaffed
2023-01-16,12,37,35.0,9.25,6.871016457587365,7.0,StaffSchedule,-2.3789835424126347,Understaffed
2023-01-16,13,34,29.0,8.5,6.871016457587365,7.0,StaffSchedule,-1.6289835424126347,Understaffed
2023-01-16,14,16,21.0,4.0,5.588441690895993,6.0,StaffSchedule,1.5884416908959933,Overstaffed
2023-01-16,15,13,13.666666666666666,3.25,3.6968360807696725,4.0,StaffSchedule,0.4468360807696725,Overstaffed
2023-01-16,16,12,10.333333333333334,3.0,1.9890211430055644,2.0,StaffSchedule,-1.0109788569944356,Understaffed
2023-01-16,17,6,9.0,1.5,0.8703989134556952,1.0,StaffSchedule,-0.6296010865443048,Understaffed
2023-01-17,8,1,7.0,1.0,0.8703989134556952,1.0,StaffSchedule,-0.1296010865443048,Understaffed
2023-01-17,9,13,10.0,3.25,1.9890211430055644,2.0,StaffSchedule,-1.2609788569944356,Understaffed
2023-01-17,10,16,18.666666666666668,4.0,3.6968360807696725,4.0,StaffSchedule,-0.3031639192303275,Understaffed
2023-01-17,11,27,28.0,6.75,5.588441690895993,6.0,StaffSchedule,-1.1615583091040067,Understaffed
2023-01-17,12,41,33.0,10.25,6.871016457587365,7.0,StaffSchedule,-3.3789835424126347,Understaffed
2023-01-17,13,31,32.333333333333336,7.75,6.871016457587365,7.0,StaffSchedule,-0.8789835424126347,Understaffed
2023-01-17,14,25,23.666666666666668,6.25,5.588441690895993,6.0,StaffSchedule,-0.6615583091040067,Understaffed
2023-01-17,15,15,15.666666666666666,3.75,3.6968360807696725,4.0,StaffSchedule,-0.05316391923032748,Understaffed
2023-01-17,16,7,8.666666666666666,1.75,1.9890211430055644,2.0,StaffSchedule,0.23902114300556443,Overstaffed
2023-01-17,17,4,5.5,1.0,0.8703989134556952,1.0,StaffSchedule,-0.1296010865443048,Understaffed
2023-01-18,8,5,4.5,1.25,0.8703989134556952,1.0,StaffSchedule,-0.3796010865443048,Understaffed
2023-01-18,9,4,10.333333333333334,1.0,1.9890211430055644,2.0,StaffSchedule,0.9890211430055644,Overstaffed
2023-01-18,10,22,21.333333333333332,5.5,3.6968360807696725,4.0,StaffSchedule,-1.8031639192303275,Understaffed
2023-01-18,11,38,31.333333333333332,9.5,5.588441690895993,6.0,StaffSchedule,-3.9115583091040067,Understaffed
2023-01-18,12,34,33.666666666666664,8.5,6.871016457587365,7.0,StaffSchedule,-1.6289835424126347,Understaffed
2023-01-18,13,29,29.333333333333332,7.25,6.871016457587365,7.0,StaffSchedule,-0.37898354241263466,Understaffed
2023-01-18,14,25,23.666666666666668,6.25,5.588441690895993,6.0,StaffSchedule,-0.6615583091040067,Understaffed
2023-01-18,15,17,18.333333333333332,4.25,3.6968360807696725,4.0,StaffSchedule,-0.5531639192303275,Understaffed
2023-01-18,16,13,11.0,3.25,1.9890211430055644,2.0,StaffSchedule,-1.2609788569944356,Understaffed
2023-01-18,17,3,8.0,1.0,0.8703989134556952,1.0,StaffSchedule,-0.1296010865443048,Understaffed
2023-01-19,8,4,6.0,1.0,0.8703989134556952,1.0,StaffSchedule,-0.1296010865443048,Understaffed
2023-01-19,9,8,10.0,2.0,1.9890211430055644,2.0,StaffSchedule,-0.01097885699443557,Understaffed
2023-01-19,10,18,18.333333333333332,4.5,3.6968360807696725,4.0,StaffSchedule,-0.8031639192303275,Understaffed
2023-01-19,11,29,25.333333333333332,7.25,5.588441690895993,6.0,StaffSchedule,-1.6615583091040067,Understaffed
2023-01-19,12,29,29.333333333333332,7.25,6.871016457587365,7.0,StaffSchedule,-0.37898354241263466,Understaffed
2023-01-19,13,30,27.0,7.5,6.871016457587365,7.0,StaffSchedule,-0.6289835424126347,Understaffed
2023-01-19,14,22,24.666666666666668,5.5,5.588441690895993,6.0,StaffSchedule,0.0884416908959933,Overstaffed
2023-01-19,15,22,16.666666666666668,5.5,3.6968360807696725,4.0,StaffSchedule,-1.8031639192303275,Understaffed
2023-01-19,16,6,9.666666666666666,1.5,1.9890211430055644,2.0,StaffSchedule,0.48902114300556443,Overstaffed
2023-01-19,17,1,3.5,1.0,0.8703989134556952,1.0,StaffSchedule,-0.1296010865443048,Understaffed
2023-01-20,8,3,5.5,1.0,0.8703989134556952,1.0,StaffSchedule,-0.1296010865443048,Understaffed
2023-01-20,9,8,9.666666666666666,2.0,1.9890211430055644,2.0,StaffSchedule,-0.01097885699443557,Understaffed
2023-01-20,10,18,18.666666666666668,4.5,3.6968360807696725,4.0,StaffSchedule,-0.8031639192303275,Understaffed
2023-01-20,11,30,27.666666666666668,7.5,5.588441690895993,6.0,StaffSchedule,-1.9115583091040067,Understaffed
2023-01-20,12,35,30.0,8.75,6.871016457587365,7.0,StaffSchedule,-1.8789835424126347,Understaffed
2023-01-20,13,25,28.0,6.25,6.871016457587365,7.0,StaffSchedule,0.6210164575873653,Overstaffed
2023-01-20,14,24,20.0,6.0,5.588441690895993,6.0,StaffSchedule,-0.4115583091040067,Understaffed
2023-01-20,15,11,15.666666666666666,2.75,3.6968360807696725,4.0,StaffSchedule,0.9468360807696725,Overstaffed
2023-01-20,16,12,8.333333333333334,3.0,1.9890211430055644,2.0,StaffSchedule,-1.0109788569944356,Understaffed
2023-01-20,17,2,7.0,1.0,0.8703989134556952,1.0,StaffSchedule,-0.1296010865443048,Understaffed
2023-01-21,8,5,8.5,1.25,0.8703989134556952,1.0,StaffSchedule,-0.3796010865443048,Understaffed
2023-01-21,9,12,8.666666666666666,3.0,1.9890211430055644,2.0,StaffSchedule,-1.0109788569944356,Understaffed
2023-01-21,10,9,12.666666666666666,2.25,3.6968360807696725,4.0,StaffSchedule,1.4468360807696725,Overstaffed
2023-01-21,11,17,16.0,4.25,5.588441690895993,6.0,StaffSchedule,1.3384416908959933,Overstaffed
2023-01-21,12,22,20.0,5.5,6.871016457587365,7.0,StaffSchedule,1.3710164575873653,Overstaffed
2023-01-21,13,21,19.666666666666668,5.25,6.871016457587365,7.0,StaffSchedule,1.6210164575873653,Overstaffed
2023-01-21,14,16,18.666666666666668,4.0,5.588441690895993,6.0,StaffSchedule,1.5884416908959933,Overstaffed
2023-01-21,15,19,14.333333333333334,4.75,3.6968360807696725,4.0,StaffSchedule,-1.0531639192303275,Understaffed
2023-01-21,16,8,10.333333333333334,2.0,1.9890211430055644,2.0,StaffSchedule,-0.01097885699443557,Understaffed
2023-01-21,17,4,6.0,1.0,0.8703989134556952,1.0,StaffSchedule,-0.1296010865443048,Understaffed
2023-01-22,8,2,7.0,1.0,0.8703989134556952,1.0,StaffSchedule,-0.1296010865443048,Understaffed
2023-01-22,9,12,9.333333333333334,3.0,1.9890211430055644,2.0,StaffSchedule,-1.0109788569944356,Understaffed
2023-01-22,10,14,19.0,3.5,3.6968360807696725,4.0,StaffSchedule,0.19683608076967252,Overstaffed
2023-01-22,11,31,27.0,7.75,5.588441690895993,6.0,StaffSchedule,-2.1615583091040067,Understaffed
2023-01-22,12,36,33.333333333333336,9.0,6.871016457587365,7.0,StaffSchedule,-2.1289835424126347,Understaffed
2023-01-22,13,33,29.666666666666668,8.25,6.871016457587365,7.0,StaffSchedule,-1.3789835424126347,Understaffed
2023-01-22,14,20,21.333333333333332,5.0,5.588441690895993,6.0,StaffSchedule,0.5884416908959933,Overstaffed
2023-01-22,15,11,15.0,2.75,3.6968360807696725,4.0,StaffSchedule,0.9468360807696725,Overstaffed
2023-01-22,16,14,10.333333333333334,3.5,1.9890211430055644,2.0,StaffSchedule,-1.5109788569944356,Understaffed
2023-01-22,17,6,10.0,1.5,0.8703989134556952,1.0,StaffSchedule,-0.6296010865443048,Understaffed
2023-01-23,8,5,7.0,1.25,0.8726221546139471,1.0,StaffSchedule,-0.3773778453860529,Understaffed
2023-01-23,9,9,9.0,2.25,1.9941016567808016,2.0,StaffSchedule,-0.25589834321919835,Understaffed
2023-01-23,10,13,16.333333333333332,3.25,3.706278829379556,4.0,StaffSchedule,0.4562788293795559,Overstaffed
2023-01-23,11,27,22.333333333333332,6.75,5.602716126888064,6.0,StaffSchedule,-1.1472838731119364,Understaffed
2023-01-23,12,27,27.0,6.75,6.888566946623347,7.0,StaffSchedule,0.1385669466233468,Overstaffed
2023-01-23,13,27,27.0,6.75,6.888566946623347,7.0,StaffSchedule,0.1385669466233468,Overstaffed
2023-01-23,14,27,23.333333333333332,6.75,5.602716126888064,6.0,StaffSchedule,-1.1472838731119364,Understaffed
2023-01-23,15,16,16.666666666666668,4.0,3.706278829379556,4.0,StaffSchedule,-0.2937211706204441,Understaffed
2023-01-23,16,7,9.666666666666666,1.75,1.9941016567808016,2.0,StaffSchedule,0.24410165678080165,Overstaffed
2023-01-23,17,6,6.5,1.5,0.8726221546139471,1.0,StaffSchedule,-0.6273778453860529,Understaffed
2023-01-24,8,1,6.5,1.0,0.8726221546139471,1.0,StaffSchedule,-0.1273778453860529,Understaffed
2023-01-24,9,12,8.0,3.0,1.9941016567808016,2.0,StaffSchedule,-1.0058983432191984,Understaffed
2023-01-24,10,11,14.333333333333334,2.75,3.706278829379556,4.0,StaffSchedule,0.9562788293795559,Overstaffed
2023-01-24,11,20,21.666666666666668,5.0,5.602716126888064,6.0,StaffSchedule,0.6027161268880636,Overstaffed
2023-01-24,12,34,29.333333333333332,8.5,6.888566946623347,7.0,StaffSchedule,-1.6114330533766532,Understaffed
2023-01-24,13,34,32.333333333333336,8.5,6.888566946623347,7.0,StaffSchedule,-1.6114330533766532,Understaffed
2023-01-24,14,29,24.0,7.25,5.602716126888064,6.0,StaffSchedule,-1.6472838731119364,Understaffed
2023-01-24,15,9,15.333333333333334,2.25,3.706278829379556,4.0,StaffSchedule,1.4562788293795559,Overstaffed
2023-01-24,16,8,6.666666666666667,2.0,1.9941016567808016,2.0,StaffSchedule,-0.005898343219198354,Understaffed
2023-01-24,17,3,5.5,1.0,0.8726221546139471,1.0,StaffSchedule,-0.1273778453860529,Understaffed
